pessoa;checado;selo;paragrafo;comentario
FELIPE D'ÁVILA;não;NA;Bom Mônica, eh a religião é algo de fórum íntimo que tem que ser respeitado. A crença é uma das liberdades individuais mais importantes. Eu mesmo sou muito católico, praticante e respeito e é preciso manter a religião longe da política. Isso aqui não é uma teocracia, isso aqui é democracia. E sabe qual que é o dízimo que a gente mais está usando hoje? Chama-se fundão eleitoral. Sabe que é o fundão eleitoral? Todos aqui ó. Cinco bilhões de reais. Tira do seu bolso pra ficar gastando em campanha política. Dinheiro que devia estar indo pra saúde. Pra ter pelo menos 900 mil crianças, jovens em escola em tempo integral. Daria pra usar esse dinheiro e ter três milhões de cirurgias no SUS. E a gente fica usando esse dinheiro de forma perversa pra financiar campanha política. Esse é uma das únicas coisas que mostram o mal exemplo do uso do dinheiro público. O dinheiro público brasileiro vem sendo levado mal porque a gente tem mania de escolher o menos pior. Tem que acabar com isso, tem que respeitar o dinheiro público, tem que respeitar o bolso daquele que trabalha.;NA
SORAYA THRONICKE;não;NA;Bom, não posso deixar aqui de colocar também que eu já estou vacinada contra a mentira e não virei jacaré até hoje graças a Deus. Mas o povo brasileiro não está vacinado contra a mentira. Vamos lá. O governo federal propôs 200 reais de auxílio emergencial. Quem subiu pra 600 reais e quem está colocando 600 reais nos bolsos, no bolso dos brasileiros somos nós senadores e deputados. Então não aguento mais mentira. Mentira em relação à corrupção aqui, tá difícil dentre presidentes alguém ter a moral, a moral de olhar pra cara dos brasileiros e falar que não existe corrupção. Chega disso, chega de briga, chega de confusão, chega de usar o nome de Deus em vão e vamos mudar, vamos virar páginas desse país. Eu não tenho tempo pra brigar. Então não vou me misturar com briga e confusão. É lógico que eu fico brava porque eu sou gente como todo mundo que está me ouvindo. Não sou atriz e não estou aqui pra disfarçar. Mas vocês podem ter certeza que do jeito que está eu vou começar a entregar e é muita coisa aqui. Reforcem a minha segurança, delegado.;NA
MEDIADORES;não;NA;Obrigada. Só fazer um registro ao final da fala da candidata Simone Tebet. O candidato Jair Bolsonaro fez um pedido de direito de resposta. Está registrado aqui então a comissão que avalia já está analisando o caso. Podemos seguir.;NA
MEDIADORES;não;NA;Quem Pergunta agora pela Rádio Bandeirantes é a jornalista Thais Freitas por favor quem vai responder e comentar Thaís?;NA
JORNALISTA;não;NA;Boa noite a todos. A minha pergunta é pro candidato Luiz Felipe d'Ávila. Comentário da candidata Simone Tebet. É um assunto, candidato, que é, sempre está presente na programação da Rádio Bandeirantes em todo o Brasil e que diz respeito à infraestrutura do país. Especialmente em relação ao agronegócio. Hoje o Brasil é o segundo maior exportador de grãos do mundo. E existe um gargalo pra fazer com que esses grãos cheguem aos portos. Havia um projeto, ele existe ainda, é o projeto da Ferrogrão que foi suspenso por uma liminar do Supremo Tribunal Federal e isso ainda não saiu do papel, ligaria o Mato Grosso ao Pará fazendo com que o escoamento da safra fosse mais rápido e mais barato. Pela magnitude da produção agrícola do Brasil, pelo tamanho da importância do país como produtor de grãos, eu pergunto ao senhor, ao senhor, caso o senhor seja eleito, qual é a sua proposta pra fazer com que a esse deslocamento de uma produção de milhões de toneladas pelo país seja feito de uma forma melhor, mais econômica, mais inteligente do que é feito hoje?;NA
FELIPE D'ÁVILA;não;NA;É verdade Thaís e nós precisamos de investimento privado. Daí parcerias público-privado, concessão. Nós precisamos de dinheiro privado. E dinheiro privado só vem se a gente acreditar em contrato, ter segurança jurídica, honrar o que está no papel e não ficar encampando depois, como aconteceu com a linha amarela no Rio de Janeiro. Uma vergonha total. Então nós precisamos dessa confiança. O Congresso aprovou um projeto importante. A nova PL das ferrovias. Isso vai permitir sim que haja mais um investimento em ferrovia que é algo fundamental pro Brasil. Mas tem outras áreas essenciais. Saneamento básico. Eu não sei como as pessoas é contra privatização.;NA
FELIPE D'ÁVILA;não;NA;Veja só vocês. Hoje o que acontece? Quem controla o saneamento básico? A maioria estatal, empresas ineficientes. 100 milhões de brasileiros não tem acesso a esgoto tratado. Finalmente agora se aprovou o Marco do Saneamento. E olhe, fica de olho no Congresso, hein? Que pode vir encrenca pela frente. Apesar de ter aprovado lá um macro de saneamento básico já começa a maracutaia pra ajudar a estatal. Essa estatal agora não vai ter que participar de licitação só em iniciativa privada. Já está começando. É bom ficar de olho naquilo lá. Muito importante pra que nós tenhamos recursos privados. E aí já tem meta pra acabar com essa excrescência que é deixar 100 milhões de brasileiros sem saneamento básico em 2033 com investimento privado. Portanto, é o investimento privado, é o mercado que resolve. Daí a importância da privatização.;NA
FELIPE D'ÁVILA;não;NA;A gente tem que privatizar tudo no Brasil. Privatização porque tem que acabar com esse cabide de emprego público, esse mal uso de dinheiro público, esses lugares onde é feito os maiores escândalos de corrupção do Brasil, não é lá Mensalão, Petrolão, chega disso, nós precisamos escolher os melhores, aqueles que vão abrir a economia do Brasil, atrair investimento privado, investir em concessão em parceria público-privada pra resolver a questão da infraestrutura brasileira, que hoje é um dos maiores gargalos do custo Brasil. Né? O desperdício de alimento. Sabe por que que tem gente passando fome hoje? 55 milhões de toneladas de alimento é desperdiçada quando o alimento que sai da fazenda e chega até o supermercado. Se nós economizássemos 5 milhões de toneladas, 10% desse valor acabaria com o problema da fome no Brasil.;NA
SIMONE TEBET;não;NA;Sem dúvida nenhuma nós precisamos de investimento privado pro Brasil voltar a crescer, gerar emprego e renda. Eu nasci numa cidade rasgada por ferrovias, sou do Centro-Oeste do Celeiro do Brasil e conheço bem essa realidade. Nós temos projetos parados, e já não é de agora, pra rasgar o Brasil de norte a sul, de leste a oeste com rodovias. Mas quem faz rodovia, ferrovias no Brasil é a iniciativa privada. Só dos projetos que estão lá, 20 deles tem a capacidade nos próximos anos de injetar 100 bilhões de reais, na economia brasileira. Nós podemos estar falando de algo em torno de dois milhões e meio de empregos diretos e indiretos no Brasil. Rasgar o país de ferrovia significa trazer os grãos mais baratos, mais rápidos, de forma mais ecológica e fazendo com isso que nós possamos tornar mais ainda com o mercado internacional.;NA
FELIPE D'ÁVILA;não;NA;O agronegócio é um exemplo pro Brasil. É o único setor da economia que consegue competir na economia global. Portanto, infraestrutura pro agro é vital pra continuarmos a exportar mais. E outra, pra ajudar o agro, a exportar não só commodity, mas valor, bens de maior valor agregado.;NA
FELIPE D'ÁVILA;não;NA;E é um absurdo viu, Lula? Chamar o agro de fascista. Isso é um absurdo! Esse é um motor da economia brasileira. Nós temos de ter orgulho do agronegócio brasileiro. Esse agro sustentável, que hoje é o maior produtor, um dos maiores produtores de soja, algodão, do mundo. O mundo hoje depende do Brasil pra ser alimentado. Portanto, nós temos de honrar o que há de melhor. Nós precisamos parar com essa história, esse complexo de vira-lata e ter complexo das coisas que a gente faz bem. O agro brasileiro é um exemplo. Nós precisamos enaltecer o agro. O agro é o que fez a economia crescer. Porque se você tirar o crescimento do PIB do agro, sabe quanto o Brasil teria crescido? Zero. Zero. O mundo cresceu 32% de 2010 a 2020. E sabe quanto cresceu o Brasil? Dois e meio. E se errar o agro cresceu zero. Portanto nós temos que enfatizar o que é de valor no Brasil, que é o agro. E é por isso que a gente tem que tirar o estado das costas das pessoas que trabalham, que geram riqueza, que produzem.;NA
FELIPE D'ÁVILA;não;NA;O estado brasileiro só inferniza a gente com burocracia e com imposto. Cada vez mais imposto sendo cobrado pra prestar um serviço público de péssima qualidade, como é o caso da infraestrutura no Brasil. Estradas esburacadas. É isso que é a ineficiência e a incompetência desses que governam o país. Chega de eleger o menos pior pra Presidência da República.;NA
MEDIADORES;não;NA;A comissão avaliou o pedido de direito de resposta do candidato Jair Bolsonaro e foi recusado.;NA
MEDIADORES;não;NA;Chegamos ao final deste bloco no primeiro debate entre os candidatos a presidência realizado aqui nos estúdios da Band São Paulo pelo grupo Bandeirantes em parceria com a TV Cultura, a Folha de São Paulo e o Portal UOL. Depois do intervalo mais um confronto direto entre os candidatos, só que agora eu e o Eduardo Oinegue nos despedimos porque o próximo bloco será mediado pelos jornalistas Leão Serva da TV Cultura e Fabíola Cidral Duon. Olho no voto, eleições 2022.;NA
INTERVALO;não;NA;NA;NA
MEDIADORES;não;NA;Boa noite. Boa noite. Voltamos ao vivo para todo o Brasil com este que é o primeiro debate das Eleições 2022 entre os candidatos à Presidência da República. O encontro promovido em parceria entre o grupo Uol, Bandeirantes, TV Cultura e Jornal Folha de São Paulo.;NA
MEDIADORES;não;NA;Um momento histórico pra democracia brasileira, é a primeira oportunidade que os eleitores tem pra comparar, no mesmo programa, as propostas, as ideias e as reações dos candidatos. Lembro que o debate está sendo exibido na internet pelos canais digitais de todas as empresas do pool e também nas rádios Cultura Brasil e Cultura FM. E esse bloco abre com mais uma rodada de confronto direto entre os candidatos.;NA
MEDIADORES;não;NA;Vamos então relembrar as regras que foram aprovadas por todos os partidos. Cada candidato escolhe quem vai responder e tem um minuto para a pergunta e um minuto para a réplica. A resposta e a tréplica terão o tempo acumulado de quatro minutos para ser administrado pelo candidato. Os candidatos só podem responder uma vez.;NA
MEDIADORES;não;NA;Na sequência do bloco mais uma rodada com perguntas sobre programas de governo para todos os candidatos. Serão três perguntas, cada uma respondida por dois dos candidatos. O tempo de resposta é de um minuto. Logo após essa rodada os candidatos terão dois minutos para as suas considerações finais em ordem invertida ao início do debate. Vamos começar, então, esse segundo momento de confronto direto.;NA
MEDIADORES;não;NA;Eu lembro que cada candidato só pode responder uma vez. E pelo sorteio prévio quem começa essa rodada indicando quem vai responder é a candidata Simone Tebet. A quem a senhora pergunta candidata?;NA
SIMONE TEBET;não;NA;Ao candidato Bolsonaro. Eu vou reformular a minha pergunta, até porque eu vi que ele fez o pedido de resposta e não foi atendido, eu gostaria de dar a oportunidade a ele. Então, vou reformular a minha pergunta. O candidato Bolsonaro, como deputado, defendeu um assassino de mulheres de uma mulher no Senado. Defendeu um torturador de mulheres, assim mesmo, no plural.;NA
SIMONE TEBET;não;NA;Votou contra os direitos das empregadas domésticas, ...;NA
SIMONE TEBET;não;NA;... votou contra o contrato de trabalho e os direitos trabalhistas das mulheres. Ameaça jornalistas, comete misoginia, agride as mulheres brasileiras. Eu mesma já fui vítima, repito aqui, de violência política de seus ministros. Eu quero de forma bem objetiva não votar voltar na questão do robô que não me intimida, dos recortes de fake news que são divulgados a todo momento inclusive sobre a minha candidatura. Mas a pergunta é bem objetiva. Candidato Bolsonaro, por que tanta raiva das mulheres?;NA
JAIR BOLSONARO;não;NA;Me acusa sem prova nenhuma. Começa dizendo que eu defendi um estuprador. Qual? Qual estuprador? Por que essa forma barata de me acusar como se eu não gostasse de mulheres?;NA
JAIR BOLSONARO;não;NA;Eu fui o governo que mais sancionou leis defendendo mulheres. Hoje é o dia do voluntariado. Eu quero cumprimentar a primeira-dama pelo brilhante trabalho que ela faz nessa área. Nunca fui procurado por Vossa Excelência pra tratar desse assunto. Duas mulheres foram na CPI da Covid. A senhora Nise Yamaguchi e a senhora Mayra, lá do Ceará. Foram maltratadas. Foram esculhambadas. Foram humilhadas. Onde estava Vossa Excelência que era da Comissão da Covid? Estava escondidinha, apoiando Renan Calheiros, Omar Aziz... Apoiando essas pessoas, não foi defender mulheres lá. E duas mulheres... Quem tem algo contra Nise Yamaguchi, meu Deus do céu? Quem tem algo contra a senhora Mayra lá do Ceará? Duas médicas? O que a senhora fez? Veio com discurso barato que eu ataco, que eu agrido as mulheres... Não cola mais. Não cola isso.;NA
JAIR BOLSONARO;não;NA;Uma mulher, se porventura faz algo errado, ela tem que responder por isso, e não ser defendida só porque é mulher. Chega de vitimismo! Somos todos iguais.;NA
JAIR BOLSONARO;sim;falso;Repito, sancionei mais de 60 leis em defesa das mulheres.;É FALSO que o governo Bolsonaro tenha sancionado mais de 60 leis voltadas para o benefício das mulheres. Em levantamento no DOU (Diário Oficial da União), Aos Fatos encontrou 41 normas direcionadas à população feminina desde janeiro de 2019. Nenhuma delas foi proposta pelo Poder Executivo e 21 foram apresentadas durante a atual legislatura, sendo sete de autoria de parlamentares que compõem a base do governo.
JAIR BOLSONARO;não;NA;E eu tenho certeza que uma grande parte das mulheres no Brasil me amam, porque eu defendo a família, eu sou contra a liberação das drogas. Que tem muita gente aqui que é favorável a liberação das drogas. Essas pessoas não sabem o que é uma mãe que tem um filho em casa drogado. Eu defendo as mulheres. Quando eu defendo a arma, no campo em especial, é para dar chance pra mulher se defender. Eu dei mais de 370  mil títulos da reforma agrária no Brasil, seu estado foi muito beneficiado, e deixo claro, 90% desses títulos foram para mulheres.;NA
JAIR BOLSONARO;não;NA;Dos 20 milhões de pessoas que recebem Auxílio Brasil, em torno de 15 milhões são mulheres. Para com essa mania. Faz política, fala coisa séria. Não fica aqui fazendo joguinho de mimimi. Roubou. Olha meu Deus do céu. Qual é a tua posição sobre liberdade de imprensa? Não vi ninguém do seu lado falar, né? Sobre essa essa agressão contra os empresários que tiveram uma busca e apreensão na sua casa porque estavam discutindo numa rede privada. Que negócio é esse? Qual a defesa que a senhora faz da liberdade de imprensa? Da liberdade a toda a tua acepção em toda sua sua plenitude? Para de fazer discurso barato, prezada senadora.;NA
SIMONE TEBET;não;NA;Mais uma vez o candidato fabrica fake news e divulga fake news. Líder da bancada feminina, nós tínhamos um rodízio podíamos o início ficar uma única mulher. Assim que eu vi a doutora Nise sendo agredida, e ela foi vítima de violência política sim, não concordo com as ideias dela, mas ela foi vítima de violência. Liguei pra senadora Leila, que era aquela que estava no rodízio, ela foi lá e, mesmo sendo da oposição do atual presidente, defendeu a doutora Nise exigindo que ela fosse respeitada e pudesse ter voto. Mas é isso, vamos parar de briga.;NA
SIMONE TEBET;não;NA;Lugar de Presidência é lugar de exemplo, de coisa séria. Não podemos ter um um presidente que mente, que cria fake news, que divide as famílias, que destila ódio, que agride da forma, mesmo desrespeitosa, qualquer pessoa que de alguma forma lhe aponte a verdade. Mas vamos fazer diferente. O nosso governo será um governo de amor, de cuidados verdadeiros. E só assim nós mudaremos o Brasil de verdade.;NA
JAIR BOLSONARO;não;NA;Defesa da família, contra o aborto. Nós somos favorável à vida desde a sua concepção. Contra a liberação das drogas. Nós defendemos a propriedade privada. Nós demos, demos através de decretos e portarias, o legítimo direito a defesa a todos, em especial às mulheres. É um governo que faz por todos. É um governo que não divide, que não fala grosso pra tentar intimidar quem quer que seja só porque é mulher. Nós somos um só país, uma só pátria, um só povo. Nós pregamos a união, o amor, a compreensão. Por que me atacar? Porque eu acabei com a harmonia da corrupção de muita gente por aí? É por isso? Por isso essa raiva de todos contra contra Jair Bolsonaro?;NA
MEDIADORES;não;NA;A próxima perguntar é a candidata Soraya Throniqie. Pra quem a senhora vai perguntar senadora?;NA
SORAYA THRONICKE;não;NA;Para o candidato Luiz Inácio Lula da Silva.;NA
MEDIADORES;não;NA;Um minuto pra sua pergunta por favor.;NA
SORAYA THRONICKE;não;NA;Candidato, o brasileiro sofre hoje com dois problemas econômicos muito graves que são a inflação e o desemprego. E a cobrança excessiva de impostos federais agrava muito esses dois problemas porque impede a criação de novos postos de trabalho e também rouba grande parte do poder de compra das famílias. O senhor começou a governar 20 anos atrás, ficou no governo por 14 anos e agora volta. Volta sem proposta. Não sei o que vai fazer pra acabar com a carga tributária, melhorar o poder de compra das pessoas. Gostaria de ouvir do senhor porque não consegui entender até agora no seu plano.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Candidata Soraya, obrigado pela pergunta. Eu acho que vossa excelência não deve ter acompanhado o que aconteceu nesse país. Não sei se a senhora tem memória que quando eu tomei posse em 2013 o Brasil estava quebrado. Nós tínhamos uma inflação de 12%, desemprego de 12%. Nós tínhamos uma dívida pública de 60,4%  e nós tínhamos uma dívida externa de 30%. Esse que vos fala reduziu a dívida pública líquida para 39%. Esse reduziu a inflação que foi pra dentro da meta sabe? De 5%, 5,5%, 6%, 4,5%  porque era dois pra mais e dois pra menos. Esse que vos fala gerou 22 milhões de emprego nesse país e mais ainda! Nós conseguimos começar uma reserva internacional que deu ao país uma estabilidade que jamais o país teve. País que tinha quebrado duas vezes em 1988. E obviamente que eu volto com um único compromisso e possivelmente eu seja a única pessoa a dizer isso. Que eu não posso voltar e fazem menos do que eu fiz. Porque seria melhor não voltar então. Eu quero voltar pra ver se esse país volta a gerar emprego, pra ver se esse país volta a aumentar salário, pra ver se o salário mínimo volta a aumentar. Pra ver se a gente consegue fazer uma reforma tributária que eu mandei duas reformas tributária pro Congresso Nacional e não passa. Este país é possível ser consertado. Eu já provei uma vez. Eu tenho o prazer de quando eu deixei a presidência. A economia crescia 7,5%. O comércio varejista crescia 13% e a gente estava vivendo uma situação em que o trabalhador mais pobre tinha recebido 80% de aumento enquanto os ricos receberam apenas 20% de aumento. Não era tudo, não era. Mas foi o mais importante o governo de inclusão social da história desse país.;NA
SORAYA THRONICKE;não;NA;O seu partido, um corrupto confesso, e esse mundo lindo que o senhor fala só existe na propaganda eleitoral do senhor. O Brasil precisa mudar e mudar de verdade pra valer. Precisa do mundo digital. Nós já estamos caminhando. E os seus economistas são todos mofados. Nós temos uma solução pro Brasil que é a solução do imposto único federal. Nós vamos excluir, retirar onze tributos federais e vamos trocar por um só. Uma alíquota de 1,26% por cento que vai aumentar o poder de compra do brasileiro e diminuir a inflação. Além disso, isentar de imposto de renda e de INSS quem ganha até cinco salários mínimos. Tudo aquilo que é descontado do teu salário vai sobrar no seu bolso. Como nós vamos fazer isso? Não é milagre. Tem conta. São trinta anos de estudo do professor Marcos Cintra e eu desafio qualquer economista a discutir comigo imposto único federal. Muito obrigada.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Candidata Soraya, se ela tivesse acompanhado a política desse país. Ela perceberia que o seu vice já fez essa proposta há 30 anos atrás e não foi sequer levado em conta pelos eleitores desse país e desse estado. A segunda coisa que eu queria dizer candidata Soraia é de que nesse país se consegue falar muita coisa e a senhora disse que não viu esse país que eu falei acontecer. O seu motorista viu. O senhor jardineiro viu. A sua empregada doméstica viu. Você pode perguntar pra sua empregada doméstica que ela viu que esse país melhorou, ela viu que ela podia almoçar e jantar todo santo dia, que ela podia tomar café. Ela viu que o filho dela poderia entrar numa universidade, o seu jardineiro viu. Ora, porque os pobres efetivamente cresceram nesse país e conquistaram cidadania. Talvez a senhora não tenha visto eu não sei se a senhora votou favorável a legalização do emprego da empregada doméstica. Mas ela viu que melhorou a vida dela. Ela viu que ela foi respeitada. E é assim que vai voltar a ser. O pobre deste país vai voltar a ser respeitado. Ele não vai ter emprego verde e amarelo, ele vai ter emprego efetivamente. Sabe? Com descanso semanal remunerado, com direito a férias. Porque esse país acabou a escravidão em 1888. Não é possível que o trabalhador hoje tinha que ir trabalhando como se fosse um entregador de comida sentido cheiro da comida sem poder comprar o que comer? É preciso que a gente legalize a vida desse cidadão transformá-lo num pequeno empreendedor é da cidadania pra ele. É fazer com que ele tenha direito quando a sua moto quebra, quando o seu carro quebra, quando a sua bicicleta quebra. E é isso que nós vamos fazer. Porque é isso que nós sabemos fazer. E é isso que nós fizemos a vida inteira. Nada de escravidão. No século vinte e um. É preciso voltar ao tempo da liberdade que eu aprendi desde o movimento sindical. Candidato Ciro Gomes, o senhor é o próximo a perguntar a quem o senhor pergunta.;NA
CIRO GOMES;não;NA;Ao professor D'Ávila. Meu caro professor, esse mundo mágico do do PT que o Lula corta a conclusão dele que deu no Jair Bolsonaro, terminou com a expansão do crédito de 15% pra algo ao redor de 52% no período do Lula e do PT. Porém, na mesma data foram praticados os mais altos juros do planeta Terra, consistentemente. Lá como hoje. E hoje o Brasil tem 66 milhões e 600 mil jardineiros, motoristas, empregados domésticos, 66 milhões e 600 mil pessoas humilhadas no SPC. Eu tenho uma proposta para refinanciar essa dívida de todos os brasileiros que estão humilhados no SPC e de seis milhões de empresas que também caíram no conto do juro alto e que estão no Serasa. Qual é a sua opinião sobre essa proposta?;NA
FELIPE D'ÁVILA;não;NA;Bom Ciro, nós vivemos nesse país do realismo mágico né? Se nós pegarmos, que nem um jogo de futebol, quando terminar lá os 45 minutos do segundo tempo depois de 14 anos no poderM qual foi o Brasil que o PT deixou pra nós? Treze milhões de desempregados, a maior recessão econômica da história, contas públicas estouradas. O maior escândalo de corrupção do mundo. O início do nós e eles, que começou a esgarçar a democracia brasileira. A democracia brasileira começa a ser fragilizada com a corrupção, a corrupção das instituições, a corrupção dos valores. A corrupção de honrar o contrato que não foi mais respeitado. E o que foi esse gigantismo do estado? Destruiu empregos. E deixou muita gente rica. Lembra, Oi? Lembra, EBX? Tudo usado com o seu dinheiro. Sabe qual foi o rombo só das estatais? Se nós pegarmos aí 2011 a 2020, 160 bilhões de reais. Dinheiro do nosso imposto. Nós que trabalhamos. Que a União teve que pagar pra cobrir rombo de estatal. Esses cabides de emprego, esses lugares onde é o antro da corrupção do Brasil. Portanto, essa é a forma fracassada. Não há a menor dúvida. Se o PT voltar ao poder a chance do Brasil voltar a crescer de forma sustentável, abrir economia, competir no comércio global, gerar renda e emprego, tirar um estado pesado das costas de todos nós que trabalhamos, produzimos é zero. Zero. Chega de autoengano.;NA
CIRO GOMES;não;NA;A minha ideia é de que 60% do PIB brasileiro quando cresce ou não cresce depende do consumo das famílias. E o consumo das famílias vem de emprego e renda que só aparecem depois que a economia volta a crescer e faz 11 anos. Oito de PT, três de Bolsonaro que o país cresce perto de zero, portanto renegociar dívida, refinanciar as dívidas é relativamente simples. Procure no Ciro TV.com.br, Ciro Gomes, Ciro ponto Gomes, Ciro Gomes.com.br, os detalhes disso. Mas é simples, um grande leilão, todos os crediaristas, as contas que estão aí, os credores que derem o maior desconto. Tenho conseguido no Ceará 90% de desconto que traz a dívida média sua de mil e quatrocentos reais. Refinanciar esse mil e quatrocentos reais em muitas prestações 36 vezes com juro moderado é simples e eu posso fazer. Olha só tem uma forma pro Brasil voltar a crescer. Primeiro é abrir a economia. Nenhum país do mundo ficou rico fechando sua economia, criando reserva de mercado, tendo um monte de estatal quinhentas estatais no Brasil. Tem que privatizar, abrir a economia, fazer com que o investimento externo volte a ajudar o Brasil a crescer. Precisamos investir na educação. Precisamos aproveitar essa enorme oportunidade do meio ambiente. Nós precisamos olhar pro mercado. Sabe o que acontece? O governo não chama quem gera riqueza, que é o setor privado pra conversar. O governo só cria problema pra quem produz nesse país, gera riqueza que é o setor privado. Portanto, gente, não se iluda. Essas formas desse estatismo que é uma doença nesse Brasil, jamais o Brasil vai voltar a crescer, a gerar renda e emprego de forma sustentável. Jamais vai tirar gente da pobreza. Vai ter que ficar criando problema emergencial a vida inteira pra sustentar as pessoas. E sabe o que que as pessoas querem? A dignidade do trabalho. Aí eu pergunto a você a sua vida melhorou ou piorou nos últimos 10 anos? Todo mundo que eu converso nesse Brasil me fala a minha vida piorou muito. É lógico que piora. A economia não cresce. A dignidade do emprego não existe. Portanto, gente, para de votar no menos pior. Vamos olhar pro Brasil que dá certo. É o Brasil do setor privado. Deixa as pessoas trabalharem e gerarem riqueza. Que esse Brasil vai ser uma potência mundial. Deixa a gente trabalhar, empreender, é só isso que o brasileiro pede, não está pedindo favor do governo, não quer mais dinheiro, não quer mais gasto, não quer mais malabarismo com dinheiro, não quer nada, quer regras claras e deixa o mercado trabalhar. É assim que nós vamos gerar oportunidade de verdade e parar de ter um programa emergencial atrás do outro por causa da incompetência da gestão pública. Está na hora do estado servir o cidadão ao invés de se servir do cidadão pra defender privilégio do setor público e do setor privado.;NA
MEDIADORES;não;NA;O próximo a perguntar é o candidato Jair Bolsonaro. Candidato, pra quem pergunta?;NA
JAIR BOLSONARO;não;NA;Quem está sobrando aí?;NA
MEDIADORES;não;NA;A senadora Simone Tebet, Soraya Thronicke. O Ciro Gomes também.;NA
JAIR BOLSONARO;não;NA;Perguntar pro Ciro. Ter um papo sobre mulher aqui, Ciro. Tá? Ô, Ciro, defesa da mulher é uma obrigação nossa. Nós tivemos vários programas, né? Além das quase 70 leis aprovadas. Tivemos programa Qualifica a Mulher, que estimula ações que promovam a autonomia econômica das mesmas. Programa Mães do Brasil, para mulheres no exercício de sua maternidade. Casa da Mulher Brasileira. Também a outra ação nossa e nós temos também um grande programa de microcrédito na Caixa Econômica Federal. Esse último programa, né, que busca inserir a mulher no mercado de trabalho com esse microcrédito que ela pode fazer um empréstimo e abrir seu salão de beleza por exemplo. Políticas como essa, que que você acha? Você tem como ampliá-las?;NA
CIRO GOMES;não;NA;Presidente Bolsonaro, a grande questão da incompreensão e da crítica que muitos fazemos é que o senhor aparentemente não percebe ou não dá valor, não respeita. Com a devida delicadeza, com a devida profundidade que todos nós devemos essa grave questão feminina. Nós assistimos todos aqui a jornalista Vera Magalhães quantas vezes já me criticou, quantas vezes já me me me trouxe algum dissabor no no seu jeito, no seu estilo de fazer. A mim é uma amiga que eu respeito, que eu quero o bem e respondo às vezes assim com com certa dureza. O senhor disse certa feita pra chocar todos nós que nasceu dos seus três filhos e que aí nasceu uma filhinha porque teve uma fraquejada. Isto é o que faz com que as pessoas desconsiderem as suas políticas. Eu não entro nisso. O que eu quero entrar, concretamente, é que hoje 78 de cada 100 mulheres brasileiras estão no limite recorde de endividamento. Elas não vão sair dessa dívida sem uma política pública. A minha obsessão, a minha obsessão é entender que uma mãe quando o filho pede um bocado de um pedaço de pão seco pra comer e não tem, ela parte, rasga o coração. Isso só quem não compreende... É preciso ter um programa de renda mínima que erradica a miséria porque o Brasil tem comida, diferente do fundão da África, a lei que eu quero propor de de combate à ganância Simplesmente faz com que a quitação da dívida das pessoas aconteça quando ela duplicar o gasto. Não é razoável essa escravidão eterna que é o mesmo modelo econômico. O Lula, se zanga o presidente Lula, se zanga às vezes, é uma crítica que não é pessoal. O governo do PT transferiu pros bancos R$ 4,088 trilhões de juro. Eu fui fazer a conta com o mesmo critério transferiu com políticas importantes pro povo R$ 330 bilhões de reais pros pobres. Como nunca ninguém de verdade tinha feito nada pelos pobres, o pouquíssimo que o senhor fez parece muito. Mas não é razoável o Brasil viver como está vivendo e nós precisamos desse conjunto de políticas pra fazer. Portanto eu aplaudo, colaboro, coopera todas as iniciativas do seu governo. Sabe disso. Na na pandemia o deputado Mauro Benevides Filho desenhou junto comigo, pergunta ao Paulo Guedes, um projeto pra botar R$170 bilhões de fundo setoriais que não tinham sido aplicados pra financiar o socorro emergencial. Portanto eu não sou daqueles críticos que esquece a realidade nem os limites apenas o seu governo não conseguiu responder nem a questão econômica trágica que herdou porque é verdade que o senhor herdou uma tragédia econômica do PT e nem conseguiu mudar aquilo que foi promessa solene a governança política do país, o senhor está filiado ao partido do Valdemar Costa Neto, a quem o Lula deu o DNIT pra roubar o escândalo do Mensalão. O Brasil não aguenta mais isso;NA
JAIR BOLSONARO;não;NA;Ô Ciro eu já muito falei da fraquejada, já me desculpei, peço desculpa novamente. Agora você, não, mas você espera aí, eu tenho a minha vez de falar, agora você falou que ia missão mais importante pra tua esposa era dormir contigo. Pelo amor de Deus, você pelo amor de Deus, espero que você peça desculpas também aí, tá? Então no tocante a questão de mulher. Uma coisa muito importante. Não deixa de ser o tal do Auxílio Brasil. Porque com a política do fica em casa a economia a gente vê depois levou muita gente para as raias da miséria em nosso país. E quando nós criamos o auxílio emergencial nós procuramos atender primeiro a mulher, numa família, ela passou a receber o auxílio emergencial e depois o auxílio do Brasil também. Tanto é verdade que 75% do Auxílio Brasil vão para as mulheres. Como disse agora a pouco, a titulação de terras também demos prioridade às mulheres e não aos homens.;NA
